Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,9,6,9,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,3,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,10,11,13,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,11,6,11,14,11,1,1
2017,9,6,9,14,1,9,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,102,102,7,30,1,9
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,126,1,1,1
2017,33,24,57,14,13,1,7
2017,2,18,20,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,10,20,14,2,8,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,4
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,10,10,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,82,82,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,9,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,10,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,1,1
2017,2,6,2,14,1,2,2
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,15,6,15,14,1,1,1
2017,6,6,6,14,1,1,1
2017,5,1,6,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,24,6,24,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,20,6,20,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,35,35,65,1,1,7
2017,20,6,20,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,48,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,8,6,8,9,2,1,5
2017,2,6,2,7,1,2,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,3,4,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,13,3,16,14,8,1,1
2017,2,6,2,14,1,1,1
2017,9,6,9,14,1,9,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,10,6,10,29,1,10,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,3,1,2
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,51,52,23,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,10,6,10,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,2,6,2,229,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,1,1
2017,10,6,10,14,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,5,1,1,1
2017,5,6,5,14,1,5,1
2017,2,6,2,14,1,2,1
2017,18,6,18,2,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,6,1
2017,1,6,1,71,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,60,60,80,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,3,6,3,14,1,3,1
2017,9,6,9,14,6,3,1
2017,10,6,10,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,1,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,49,49,3,1,1,1
2017,6,6,6,14,1,6,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,1,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,29,6,29,14,2,27,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,7,1,1,1
2017,1,6,1,5,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,7,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,2,3,299,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,151,1,2,2
2017,1,6,1,14,1,1,1
2017,1,1,2,14,1,1,1
2017,8,6,8,14,1,13,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,3,3,11,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,1,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,10,7,17,13,6,4,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,17,51,68,1,8,4,1
2017,10,6,10,14,1,8,1
2017,4,6,4,14,1,2,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,2,2,3,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,100,1,1,1
2017,7,6,7,100,1,7,1
2017,1,6,1,14,1,1,1
2017,7,6,13,2,1,1,3
2017,1,3,3,113,1,1,3
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,45,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,9,6,9,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,5,1,1,1
2017,2,6,2,193,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,2,1,1,1
2017,3,6,3,14,1,1,1
2017,14,6,14,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,8,6,8,119,3,5,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,45,1,1,1
2017,5,6,5,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,32,6,32,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,7,1,1,1
2017,8,7,15,4,1,6,1
2017,1,3,3,14,1,2,1
2017,1,6,1,2,1,1,1
2017,4,172,176,4,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,2,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,148,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,32,1,1,1
2017,1,6,1,14,1,1,1
2017,1,97,97,23,15,77,5
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,101,1,1,1
2017,7,6,7,14,1,1,1
2017,1,5,5,6,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,1,4,3,1,1,1
2017,11,6,11,9,2,1,5
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,2,3,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,85,1,1,1
2017,1,5,6,141,1,1,1
2017,3,6,3,14,1,2,1
2017,5,6,5,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,13,20,33,14,2,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,15,6,15,14,1,1,1
2017,1,8,8,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,8,6,8,14,2,1,5
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,16,7,23,2,6,8,2
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,35,35,14,1,1,1
2017,28,6,28,14,4,1,1
2017,1,17,17,14,1,1,1
2017,1,7,7,14,1,1,1
2017,1,10,10,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,30,30,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,15,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,5,1
2017,1,130,130,14,1,1,1
2017,1,6,1,1,1,1,1
2017,13,6,13,14,1,1,2
2017,3,6,3,5,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,1,1,1,1
2017,1,6,1,14,1,1,1
2017,14,6,14,400,1,1,1
2017,4,8,12,3,7,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,12,6,12,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,9,9,2,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,74,6,74,14,1,74,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,118,118,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,42,6,42,115,1,1,1
2017,1,8,8,14,1,1,1
2017,1,10,10,117,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,215,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,1,9,1
2017,1,6,1,14,1,1,1
2017,2,66,68,54,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,8,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,30,6,30,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,25,25,115,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,6,178,1,1,1
2017,22,6,22,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,11,6,11,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,19,6,19,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,2,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,2,6,2,24,1,2,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,5,6,5,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,15,6,15,14,1,15,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,2,1,1
2017,1,6,6,107,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,20,6,20,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,1,2,1,1
2017,1,20,21,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,20,6,20,14,1,1,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,1,4,5,14,1,1,1
2017,3,1,4,14,1,3,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,2
2017,1,6,1,10,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,2,6,2,14,1,2,1
2017,4,6,4,14,1,1,1
2017,2,6,2,14,1,1,1
2017,8,6,8,14,1,1,1
2017,10,6,10,14,1,1,1
2017,3,6,3,14,1,2,2
2017,8,6,8,14,1,1,1
2017,7,6,7,14,1,1,1
2017,3,6,3,14,1,3,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,4,6,4,14,1,1,1
2017,3,6,3,14,1,1,1
2017,8,6,8,14,1,1,1
2017,1,6,1,17,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,3,6,3,14,1,3,1
2017,6,6,6,13,1,1,1
2017,1,6,1,17,1,1,1
2017,6,6,6,14,1,6,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,3,6,3,14,1,3,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,66,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,11,14,14,3,1,1
2017,23,53,76,64,23,1,1
2017,3,7,10,15,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,3,6,12,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,29,34,106,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,8,6,8,142,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,3,5,48,1,1,1
2017,5,6,5,14,1,5,1
2017,3,6,3,14,1,3,1
2017,5,6,5,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,1,3,14,1,1,1
2017,2,6,2,12,1,2,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,36,2,2,3
2017,1,6,1,14,1,1,1
2017,1,2,2,4,1,2,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,2
2017,2,6,2,14,1,2,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,4,1,1,1
2017,5,6,5,14,1,5,2
2017,1,3,3,20,1,1,1
2017,7,6,7,14,1,7,1
2017,5,6,5,14,1,5,1
2017,3,6,3,14,1,3,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,5,1
2017,1,6,1,14,1,1,1
2017,1,6,1,68,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,3,6,3,14,1,1,1
2017,48,6,48,14,1,1,1
