Reported case,Reported day,Reported Month,Reported Year,Region of Incident,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,UNSD Geographical Grouping,Latitude,Length
2017-05-26,26,5,2017,1,1,82,82,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,UNHCR,4,Central Mediterranea,Uncategorized,34.114134523922,13.011378990625
2017-05-26,26,5,2017,3,1,6,1,14,1,1,1,Train Accident,"Train tracks 10 miles north of Eagle Pass, Texas, USA",etnoticias.mx,1,Central America to US,Northern America,28.6919315,-100.514183
2017-05-26,26,5,2017,15,1,6,1,14,1,1,1,Hypothermia,"Near Noyes, Minnesota, USA, less than 1 km away from border with Manitoba, Canada",CBC,1,Northern America,Northern America,48.9112874,-96.3547818
2017-05-26,26,5,2017,1,1,6,1,14,1,1,1,Unknown,Unspecified location between North Africa and Italy,UNHCR,4,Central Mediterranea,Uncategorized,35.2655099,13.2591025
2017-05-26,26,5,2017,2,2,6,2,14,1,2,1,"Harsh weather/lack of adequate shelter, Vehicle Accide","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,25.028202430829,13.6687606875
2017-05-26,26,5,2017,5,2,6,2,14,1,2,2,Unknown,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,Western Africa,20.391381526097,13.0474863125
2017-05-26,26,5,2017,5,10,6,10,14,1,1,1,Unknown,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,Western Africa,18.880711405565,11.66320896875
2017-05-26,26,5,2017,11,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Bhogal district, Delhi, India",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,28.58381,77.247466
2017-05-25,25,5,2017,3,1,6,1,10,1,1,1,Dehydratio,"Found unconscious in the desert near Giles Bend, Arizona, died in a hospital in Goodyear, Arizona, USA",El Heraldo,3,Central America to US,Northern America,33.4566486,-112.3889235
2017-05-25,25,5,2017,3,1,6,1,14,1,1,1,Hyperthermia,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.8579557,-112.9349903
2017-05-25,25,5,2017,1,2,6,2,14,1,1,1,Unknown,Unspecified location between North Africa and Italy,"UNHCR, Reuters",4,Central Mediterranea,Uncategorized,34.404699358622,13.19814656875
2017-05-25,25,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,"Dos Haches Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,4,Central America to US,Northern America,27.010827297495,-98.180694580078
2017-05-24,24,5,2017,14,1,6,1,9,1,1,1,Fall,"Cliffs near Kau Ling Chung, Lantau Island, Hong Kong",EJIinsigh,1,Eastern Asia,Eastern Asia,22.22350536,113.922005
2017-05-24,24,5,2017,10,1,6,1,14,1,1,1,"Electrocution, Train Accide","Found dead on train at Cannes La Bocca station, France",La Gazzetta del Mezzo Giorno,4,Western Europe,Western Europe,43.548841660322,6.9866019487380004
2017-05-24,24,5,2017,1,1,6,1,14,1,1,1,Unknown,"Unspecified location between Tunisia and Sicily, Italy",La Reppublica,1,Central Mediterranea,Uncategorized,37.341309150989,12.2823443125
2017-05-23,23,5,2017,9,1,6,1,14,1,1,1,Sho,"Syrian/Turkish border, Idlib province",Syrian Observatory for Human Rights,4,Western Asia,Western Asia,36.0267789,36.2484529
2017-05-22,22,5,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Rico Road, Mercedes, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,Northern America,26.1372696,-97.9016701
2017-05-22,22,5,2017,3,1,6,1,14,1,1,1,Hyperthermia,"La India Ranch, Falfurrias, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,5,Central America to US,Northern America,27.1688614,-98.1343864
2017-05-22,22,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Kerman province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,29.4850089,57.6439048
2017-05-21,21,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Kerman province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,29.4850089,57.6439048
2017-05-21,21,5,2017,11,1,6,1,14,1,1,1,"Starvation, Dehydratio","Kerman province, Ira",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,27.990777,58.790122
2017-05-21,21,5,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, near Rancho Grande, Nuevo Laredo, Tamaulipas, Mexico",Líder Informativo,1,Central America to US,Central America,27.496868,-99.4534926
2017-05-19,19,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-05-19,19,5,2017,1,1,1,2,14,1,2,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,33.93416882,12.98161563
2017-05-19,19,5,2017,1,1,1,1,24,1,1,1,Drowning,"Off the coast of Aguadú, Melilla, Spai",Europa Press,3,Western Mediterranea,Uncategorized,35.3142067,-2.9471167
2017-05-19,19,5,2017,10,1,6,1,14,1,1,1,"Electrocution, Train Accide","Found dead on train at Cannes La Bocca station, France",Daily Mail,1,Western Europe,Western Europe,43.5488264,6.985897929
2017-05-19,19,5,2017,1,1,156,156,4,1,1,1,Drowning,"Northwest of Tripoli, Libya",IOM Italy,4,Central Mediterranea,Uncategorized,33.10325838,13.03502391
2017-05-19,19,5,2017,2,1,6,1,14,1,1,1,"Starvation, Harsh weather/lack of adequate shelter, Suffocatio","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,24.988377140559002,14.415831
2017-05-19,19,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Bhogal district, Delhi, India",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,28.58381,77.247466
2017-05-18,18,5,2017,9,1,6,1,14,1,1,1,Sho,Unspecified location on Syria-Turkey border,Syrian News Agency (SHAM),1,Western Europe,Western Europe,36.7447468,37.73632702
2017-05-17,17,5,2017,1,2,6,2,14,1,1,1,Drowning,"Bodies washed up in Tripoli, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.89825083,13.17921947
2017-05-16,16,5,2017,1,1,6,1,14,1,1,1,Drowning,"Body washed up in Sabratha, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.80431419,12.49050618
2017-05-16,16,5,2017,1,1,6,1,14,1,1,1,Drowning,"Body washed up in Tripoli, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.89190875,13.18677257
2017-05-16,16,5,2017,1,2,6,2,14,1,1,1,Drowning,"Bodies washed up in Az Zawiyah, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.79183778,12.719922
2017-05-16,16,5,2017,5,1,6,1,14,1,1,1,Dehydratio,"Séguédine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,Western Africa,20.2,12.9833333
2017-05-16,16,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Asfhan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,33.2771073,52.3613378
2017-05-15,15,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Sarwan, Sistan and Baluchestan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,27.3526033,62.3447815
2017-05-15,15,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-05-15,15,5,2017,1,7,13,20,484,2,5,1,"Crushed, Drowning","Unspecified location in the Channel of Sicily, off the coast of Italy",IOM Italy,4,Central Mediterranea,Uncategorized,35.205060848506996,13.3028154475
2017-05-15,15,5,2017,1,1,1,1,6,1,1,1,Drowning,"Gibraltar Strait, off the coast of Tangiers, Morocco",Salvamento Marítimo and NGO Caminando Fronteras via Twitter / Cadena SER,4,Western Mediterranea,Uncategorized,35.84634379,-5.776402957
2017-05-15,15,5,2017,11,1,6,1,14,1,1,1,Sho,"Pakistan Indian border, near Gurdaspur, Punjab, India",The Hindu,1,Southern Asia,Southern Asia,32.0426561,75.390906
2017-05-14,14,5,2017,5,8,6,8,14,1,8,1,Suffocatio,"In truck in Mbinga, Ruvuma region, Tanzania, en route to South Africa",IOM Tanzania,4,Eastern Africa,Eastern Africa,-10.3309998,30.0653555
2017-05-14,14,5,2017,3,1,6,1,14,1,1,1,Drowning,"Puente Internacional II, Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",Líder Informativo,1,Central America to US,Central America,27.49997261,-99.50242991
2017-05-13,13,5,2017,7,1,6,1,14,1,1,1,Fall from trai,"KM 43, Las Choapas, Veracruz, Mexico",Central Noticias Imagen del Golfo,1,Central America to US,Central America,17.9125475,-94.0875367
2017-05-13,13,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-05-13,13,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-05-13,13,5,2017,8,1,6,1,14,1,1,1,Drowning,"Euleuthera Island, Bahamas",Antigua Observer,1,Caribbea,Caribbea,25.10864487,-76.17220031
2017-11-05,11,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Asfhan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,33.2771073,52.3613378
2017-11-05,11,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Asfhan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,33.2771073,52.3613378
2017-11-05,11,5,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Asfhan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,33.2771073,52.3613378
2017-09-05,9,5,2017,11,1,6,1,14,1,1,1,Sho,"Asfhan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,33.2771073,52.3613378
2017-08-05,8,5,2017,11,9,6,9,14,1,9,1,Shot or stabbed,"Sistan and Baluchestan Province Iran, near border with Pakista",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,27.406942,62.706256
2017-08-05,8,5,2017,1,11,6,11,14,11,1,1,Drowning,"Unspecified location off AzZawiyah, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.7812306,12.6964611
2017-07-05,7,5,2017,1,1,82,82,50,1,1,1,Drowning,Unspecified location between Libya and Italy,ANSA.i,1,Central Mediterranea,Uncategorized,35.5321535,12.7423968
2017-07-05,7,5,2017,1,1,102,102,7,30,1,9,Drowning,"Unspecified location off AzZawiyah, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.7812306,12.6964611
2017-07-05,7,5,2017,3,1,6,1,14,1,1,1,Drowning,"Parque Viveros, Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",El Mañana,1,Central America to US,Central America,27.4565378,-99.5698487
2017-07-05,7,5,2017,5,1,10,11,13,1,1,1,Drowning,"Off the coast of Domoni, Anjouan, Comoros - en route to Mayotte (France)",La Gazette des Comores,1,Eastern Africa,Eastern Africa,-12.5752601,44.757493
2017-06-05,6,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-06-05,6,5,2017,3,1,6,1,14,1,1,1,Drowning,"Parque Viveros, Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,1,Central America to US,Central America,27.4565378,-99.5698487
2017-06-05,6,5,2017,7,1,6,1,3,1,1,1,Drowning,"Playa El Bebé, Rosarito, Baja California, Mexico",Prensa Libre,1,Central America to US,Central America,32.3594779,-117.1274425
2017-06-05,6,5,2017,7,1,6,1,14,1,1,1,Hit by trai,"Colonia Amapolas, Hermosillo, Sonora, Mexico",Expreso,1,Central America to US,Central America,29.0729673,-110.9559192
2017-05-05,5,5,2017,3,1,6,1,14,1,1,1,Drowning,"Río Bravo, between Reynosa and Díaz Ordaz, Tamaulipas, Mexico",La Tarde,1,Central America to US,Central America,26.0525676,-98.3662434
2017-04-05,4,5,2017,1,1,6,1,14,1,1,1,Sho,Unspecified location near Libya,Reuters,1,Central Mediterranea,Uncategorized,30.375663591234,19.0363997875
2017-04-05,4,5,2017,7,2,6,2,7,1,2,1,Vehicle Accide,"KM 185, Federal Highway 180 Cardel-Poza Rica, near Totomoxtle, Veracruz, Mexico",Notiver,1,Central America to US,Central America,20.4660351,-97.258777
2017-03-05,3,5,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.5916296,-112.6768115
2017-03-05,3,5,2017,1,19,6,19,14,1,1,1,Drowning,Unspecified location near Libya,IOM Italy,4,Central Mediterranea,Uncategorized,31.842978308004998,18.04763025625
2017-03-05,3,5,2017,7,1,6,1,14,1,1,1,Train Accident,"Train tracks near Choix, 8km north of Estación Loreto, Sinaloa, Mexico",Debate,3,Central America to US,Central America,26.717491777459998,-108.4439393878
2017-02-05,2,5,2017,1,1,6,1,14,1,1,1,Drowning,"Body washed up on Farwa Island, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,33.1052674,11.7097945
2017-02-05,2,5,2017,10,1,6,1,14,1,1,1,Electrocutio,"Eurostar train, Gare du Nord, Paris, France",The Independe,1,Western Europe,Western Europe,48.8809481,2.353125
2017-02-05,2,5,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Líder Informativo",3,Central America to US,Central America,27.4565378,-99.5698487
2017-02-05,2,5,2017,3,1,6,1,14,1,1,1,Drowning,"Río Bravo, Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Líder Informativo",3,Central America to US,Central America,27.4565378,-99.5698487
2017-02-05,2,5,2017,5,8,6,8,14,2,1,5,Dehydratio,"Desert outside Arlit, Niger",VOA Afrique,1,Western Africa,Western Africa,18.7390511,7.3730705
2017-01-05,1,5,2017,1,6,6,6,14,1,1,1,Drowning,42 nautical miles from Libya,"MSF_Sea, IOM Italy",4,Central Mediterranea,Uncategorized,32.9739028,13.3421741
2017-01-05,1,5,2017,11,1,6,1,14,1,1,1,Shot or stabbed,"Kermanshah province, Ira",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,34.345054,46.394393
2017-04-30,30,4,2017,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Subratah, Libya",MHub,2,Northern Africa,Northern Africa,32.796705208137,12.494154058008
2017-04-30,30,4,2017,2,2,6,2,14,1,1,1,Starvatio,"Subratah, Libya",MHub,2,Northern Africa,Northern Africa,32.784006062717,12.522993169335999
2017-04-30,30,4,2017,2,1,6,1,14,1,1,1,Dehydratio,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,2,Northern Africa,Northern Africa,20.340336627775,9.228820020815
2017-04-30,30,4,2017,2,6,6,6,14,1,1,1,Sho,"Bani Walid, Libya",MHub,2,Northern Africa,Northern Africa,31.839592044499003,14.037196507811998
2017-04-30,30,4,2017,2,1,6,1,14,1,1,1,Violence,"Subratah, Libya",MHub,2,Northern Africa,Northern Africa,32.801881754208004,12.4495221
2017-04-29,29,4,2017,9,2,6,2,14,2,1,1,Shot or stabbed,"Adana province, Turkey",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Asia,Western Asia,36.756915,35.496817
2017-04-29,29,4,2017,11,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Suffocatio","Urmia, West Azerbaijan province, Ira",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,37.608409,45.032599
2017-04-28,28,4,2017,7,1,6,1,14,1,1,1,Train Accident,"Train tracks near Maquipo, Sinaloa, Mexico",Luz Noticias,1,Central America to US,Central America,26.0669181,-108.7904701
2017-04-27,27,4,2017,8,1,8,8,14,1,1,1,Drowning,"Unspecified location in the Mona Passage, between the Dominican Republic and Puerto Rico","CDN, Hoy Digital",3,Caribbea,Caribbea,18.4753002,-68.2693061
2017-04-26,26,4,2017,2,15,6,15,14,1,1,1,Excessive Physical Abuse,"Between Ash Shwayrif and Bani Wahled, Libya",IOM Libya,4,Northern Africa,Northern Africa,31.8214687,13.9835368
2017-04-26,26,4,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.8753434,-112.5470466
2017-04-26,26,4,2017,1,1,6,1,14,1,1,1,Unknown,"Near Tobruk, Libya",IOM Libya,4,Central Mediterranea,Uncategorized,32.1125451,23.9335781
2017-04-24,24,4,2017,1,16,7,23,2,6,8,2,Drowning,"Off the coast of Molyvos, Lesvos, Greece",IOM Greece,4,Eastern Mediterranea,Uncategorized,39.3660851,26.1667672
2017-04-24,24,4,2017,10,1,6,1,14,1,1,1,Vehicle Accide,"Near Xanthi, Greece",AP,1,Southern Europe,Southern Europe,41.1378552,24.8776355
2017-04-24,24,4,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.8753434,-112.5470466
2017-04-24,24,4,2017,11,1,6,1,14,1,1,1,Vehicle Accide,"Iranshahr, Sistan and Baluchestan province, Ira",IOM Afghanista,4,Southern Asia,Southern Asia,27.2012,60.6865817
2017-04-24,24,4,2017,11,1,6,1,14,1,1,1,Unknown,"Malviya Nagar District, Delhi, India",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,Southern Asia,28.530221,77.207481
2017-04-23,23,4,2017,1,1,6,1,14,1,1,1,Unknown,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-21,21,4,2017,10,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Hospital in Bari, Italy",Corriere del messogiorno,1,Southern Europe,Southern Europe,41.111268,16.7755346
2017-04-21,21,4,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.8753434,-112.5470466
2017-04-20,20,4,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, Nueva Ciudad Guerrero, Tamaulipas, Mexico",La Prensa,3,Central America to US,Central America,26.5634143,-99.2378544
2017-04-20,20,4,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas,1,Central America to US,Central America,25.8487649,-97.5613236
2017-04-20,20,4,2017,11,3,6,3,15,1,1,1,Vehicle Accide,"Kerman Province, Ira",The Voice of Refugees,4,Western Asia,Western Asia,29.6706007,56.6860238
2017-04-20,20,4,2017,3,1,6,1,14,1,1,1,Drowning,"Abram Road & Military Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,Northern America,26.196888,-98.4066512
2017-04-19,19,4,2017,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, Puente Internacional III del Comercio Mundial, Nuevo Laredo, Tamaulipas, Mexico",Lider Informativo,1,Central America to US,Northern America,27.4565378,-99.5698487
2017-04-18,18,4,2017,1,1,30,30,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-18,18,4,2017,1,4,6,4,14,1,1,1,Crushed,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-18,18,4,2017,1,1,10,10,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-18,18,4,2017,1,1,7,7,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-18,18,4,2017,1,1,17,17,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-18,18,4,2017,1,28,6,28,14,4,1,1,"Dehydration, Starvatio","Off the coast of Sabratha, Libya",Reuters,1,Central Mediterranea,Uncategorized,32.791284,12.4152649
2017-04-18,18,4,2017,1,1,35,35,14,1,1,1,Drowning,Unspecified location between North Africa and Italy,IOM Italy,4,Central Mediterranea,Uncategorized,35.0991392,13.0488502
2017-04-17,17,4,2017,3,1,6,1,14,1,1,1,Skeletal remains,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.8753434,-112.5470466
